0.800000,0.016665,0.000000,0.000000,0.014875,0.012621,0.015643,0.020665,0.013376,0.016393,0.027086,0.010503,0.042591,0.000000,0.000000,0.000000,0.009582,0.000000,0.000000,0.000000,0.000000
0.016880,0.800000,0.000000,0.000000,0.016399,0.014808,0.018519,0.020990,0.011289,0.019114,0.010822,0.013541,0.020923,0.004323,0.000000,0.000000,0.006655,0.005339,0.006839,0.007438,0.006122
0.000000,0.000000,0.800000,0.084383,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.035723,0.048383,0.031511,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.076122,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025100,0.000000,0.000000,0.000000,0.028305,0.070473,0.000000,0.000000,0.000000,0.000000,0.000000
0.016528,0.017990,0.000000,0.002425,0.800000,0.020313,0.017735,0.014814,0.015056,0.014383,0.013843,0.013362,0.014763,0.001692,0.000000,0.000000,0.011897,0.007323,0.006098,0.006588,0.005189
0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.031470,0.031558,0.000000,0.000000,0.000000,0.025307,0.000000,0.800000,0.000000,0.084931,0.000000,0.000000,0.026734,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.018465,0.015386,0.000000,0.010635,0.018707,0.019283,0.012917,0.016850,0.800000,0.014370,0.020787,0.013458,0.014324,0.000000,0.000000,0.000000,0.014124,0.010695,0.000000,0.000000,0.000000
0.015905,0.018309,0.000000,0.000000,0.012559,0.014992,0.008278,0.054109,0.010099,0.800000,0.006267,0.009962,0.019835,0.000000,0.005760,0.000000,0.000000,0.000000,0.007821,0.008877,0.007225
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000
0.025726,0.032744,0.000000,0.000000,0.029455,0.019065,0.000000,0.021426,0.023878,0.025149,0.022557,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.084134,0.040804,0.000000,0.000000,0.000000,0.000000,0.000000,0.034678,0.000000,0.040385,0.000000,0.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000
0.015051,0.010320,0.037006,0.013019,0.016818,0.023235,0.010291,0.007858,0.016070,0.006436,0.016475,0.008059,0.000000,0.000000,0.000000,0.000000,0.800000,0.014450,0.004913,0.000000,0.000000
0.014286,0.011900,0.013045,0.011816,0.014878,0.014280,0.013611,0.007806,0.017488,0.008731,0.016074,0.013979,0.008168,0.013172,0.000000,0.000000,0.020767,0.800000,0.000000,0.000000,0.000000
0.010560,0.011975,0.012291,0.012638,0.009733,0.010107,0.010329,0.015131,0.008080,0.014296,0.008928,0.010920,0.015655,0.011722,0.017384,0.020250,0.000000,0.000000,0.800000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
